winery,wine_name,year,rating,region,price_euros,vine_type,grape_variety,wine_ageing,service_temperature,quality_price_ratio,luxury_category,cluster_id
Mas Doix,Doix,2016,4.3,Priorato,79.9,Tinto,Grenache / Carinena,0,16-18°C,0.054,1,7
Raul Perez,Ultreia Valtuille Mencia,2019,4.3,Bierzo,45.9,Tinto,Mencia,0,16-18°C,0.094,0,7
Dominio del Bendito,La Chispa Negra,2011,4.3,Toro,24.0,Tinto,Tempranillo,0,16-18°C,0.179,0,7
Jose Pariente,Sauvignon Blanc,2021,4.3,Rueda,8.9,Blanco,Sauvignon Blanc,0,8-10°C,0.483,0,1
Dominio del Aguila,Reserva,2010,4.3,Ribera del Duero,65.0,Tinto,Tempranillo,1,16-18°C,0.066,1,6
Terra Remota,Clos Adrien,2013,4.3,Emporda,47.0,Tinto,Blend/Other,0,16-18°C,0.091,0,2
De Moya,Sofia,2017,4.3,Valencia,20.5,Tinto,Blend/Other,0,16-18°C,0.21,0,2
Llopart,Cava Original Brut (Espumos),2008,4.3,Cava,62.9,Espumoso,Blend/Other,0,6-8°C,0.068,1,5
Ostatu,Laderas Rioja,2014,4.3,Rioja Alavesa,31.13,Tinto,Blend/Other,0,16-18°C,0.138,0,2
Tinto Pesquera,Reserva,1995,4.3,Ribera del Duero,73.0,Tinto,Tempranillo,1,16-18°C,0.059,1,6
Bodegas Mas Alta,La Basseta,2014,4.3,Priorato,58.0,Tinto,Grenache / Carinena,0,16-18°C,0.074,1,7
Can Rafols dels Caus,El Rocallis,2016,4.3,Cataluna,34.5,Desconocido,Blend/Other,0,10-14°C,0.125,0,3
Aalto,Blanco de Parcela,2019,4.3,Ribera del Duero,41.9,Blanco,Verdejo,0,8-10°C,0.103,0,1
Dominio de la Vega,Finca la Beata Bobal,2014,4.3,Utiel-Requena,33.9,Tinto,Blend/Other,0,16-18°C,0.127,0,2
Resalte,Resalte Expresion,2015,4.3,Ribera del Duero,28.5,Tinto,Tempranillo,0,16-18°C,0.151,0,7
Juve & Camps,Cava Brut Milesime,2017,4.3,Cava,24.1,Espumoso,Blend/Other,0,6-8°C,0.178,0,5
Bosque de Matasnos,Syrah de Matasnos,2019,4.3,Vino de Espana,27.9,Tinto,Syrah,0,16-18°C,0.154,0,2
Sierra Cantabria,Amancio,2016,4.3,Rioja,84.5,Tinto,Tempranillo,0,16-18°C,0.051,1,7
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2018,4.3,Priorato,36.78,Tinto,Grenache / Carinena,0,16-18°C,0.117,0,7
Marques de Vargas,Seleccion Privada,2015,4.3,Rioja,54.5,Tinto,Tempranillo,0,16-18°C,0.079,1,7
Mas de les Pereres,Nunci Negre,2013,4.3,Priorato,21.4,Tinto,Grenache / Carinena,0,16-18°C,0.201,0,7
El Maestro Sierra,Oloroso Extra Viejo 1/7,2015,4.3,Jerez-Xeres-Sherry,217.8,Generoso,Blend/Other,0,12-14°C,0.02,1,4
Guilera,Musivari Gran Reserva Brut Nature,2007,4.3,Cava,23.22,Espumoso,Blend/Other,1,6-8°C,0.185,0,5
Arzuaga,Amaya Arzuaga (Coleccion),2015,4.3,Ribera del Duero,51.2,Tinto,Tempranillo,0,16-18°C,0.084,1,7
Astrales,Christina Ribera del Duero,2017,4.3,Ribera del Duero,38.0,Tinto,Tempranillo,0,16-18°C,0.113,0,7
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2018,4.3,Rioja,67.9,Tinto,Tempranillo,0,16-18°C,0.063,1,7
Senorio de San Vicente,San Vicente Rioja,2018,4.3,Rioja,32.9,Tinto,Tempranillo,0,16-18°C,0.131,0,7
Bodegas Faustino,Faustino de Autor Reserva Especial,1994,4.3,Rioja,45.0,Tinto,Tempranillo,1,16-18°C,0.096,0,6
La Rioja Alta,Rioja Gran Reserva 904,1964,4.3,Rioja,260.0,Tinto,Tempranillo,1,16-18°C,0.017,1,6
l'Infernal Combier Fischer Gerin,Vinas Viejas Aguilera,2010,4.3,Priorato,69.0,Tinto,Grenache / Carinena,0,16-18°C,0.062,1,7
Muga,Prado Enea Gran Reserva,1985,4.3,Rioja,98.0,Tinto,Tempranillo,1,16-18°C,0.044,1,6
Terroir Al Limit Soc. Lda,Les Manyes,2013,4.3,Priorato,348.85,Tinto,Grenache / Carinena,0,16-18°C,0.012,1,7
Scala Dei,Pla dels Angels Rosado,2020,4.3,Priorato,23.95,Tinto,Grenache / Carinena,0,16-18°C,0.18,0,7
Jorge Piernas,Juan Piernas Finca El Paso Malo Monastrell,2017,4.3,Murcia,27.9,Tinto,Monastrell,0,16-18°C,0.154,0,2
Pedralonga,Albarino Pedralonga,2020,4.3,Rias Baixas,15.0,Blanco,Albarino,0,8-10°C,0.287,0,1
Contino,Vina del Olivo,2004,4.3,Rioja,155.0,Tinto,Tempranillo,0,16-18°C,0.028,1,7
Terroir Al Limit Soc. Lda,Pedra de Guix,2017,4.3,Priorato,57.9,Tinto,Grenache / Carinena,0,16-18°C,0.074,1,7
Vinyes Domenech,Vinyes Velles de Samso,2016,4.3,Montsant,36.93,Tinto,Blend/Other,0,16-18°C,0.116,0,2
Territorio Luthier,Hispania,2015,4.3,Ribera del Duero,52.0,Tinto,Tempranillo,0,16-18°C,0.083,1,7
Abel Mendoza Monge,Malvasia,2017,4.3,Rioja,31.5,Blanco,Viura,0,8-10°C,0.137,0,1
Clos Erasmus,Priorat,2006,4.3,Priorato,654.31,Tinto,Grenache / Carinena,0,16-18°C,0.007,1,0
La Rioja Alta,Vina Ardanza Reserva,1985,4.3,Rioja,75.0,Tinto,Tempranillo,1,16-18°C,0.057,1,6
Equipo Navazos,La Bota 69 de Amontillado,2015,4.3,Jerez-Xeres-Sherry,113.72,Generoso,Blend/Other,0,12-14°C,0.038,1,4
Avgvstvs,Antigues Reserves,2000,4.3,Penedes,27.45,Tinto,Blend/Other,0,16-18°C,0.157,0,2
Vina Sastre,Regina Vides Ribera del Duero,2018,4.3,Ribera del Duero,69.9,Tinto,Tempranillo,0,16-18°C,0.062,1,7
Marques de Riscal,Baron de Chirel Verdejo Vinas Centenarias,2018,4.3,Castilla y Leon,40.5,Blanco,Verdejo,0,8-10°C,0.106,0,1
Pago Calzadilla,Gran Calzadilla,2009,4.3,Pago Calzadilla,39.95,Tinto,Blend/Other,0,16-18°C,0.108,0,2
Vina Pomal,Alto de la Caseta,2008,4.3,Rioja,55.45,Tinto,Tempranillo,0,16-18°C,0.078,1,7
Martinet,Clos Martinet,2002,4.3,Priorato,177.45,Tinto,Grenache / Carinena,0,16-18°C,0.024,1,7
Marti Fabra,Masia Carreras Negre,2019,4.3,Emporda,11.91,Tinto,Blend/Other,0,16-18°C,0.361,0,2
Sangenis I Vaque,Clos Monlleo,2007,4.3,Priorato,54.95,Tinto,Grenache / Carinena,0,16-18°C,0.078,1,7
Ferrer Bobet,Priorat,2018,4.3,Priorato,25.88,Tinto,Grenache / Carinena,0,16-18°C,0.166,0,7
Figuero,Milagros de Figuero,2016,4.3,Ribera del Duero,34.85,Tinto,Tempranillo,0,16-18°C,0.123,0,7
Balandro,Las Botas Palo Cortado Horizontal,2015,4.3,Manzanilla,37.0,Generoso,Blend/Other,0,12-14°C,0.116,0,4
Pujanza,Rioja Norte,2006,4.3,Rioja,75.0,Tinto,Tempranillo,0,16-18°C,0.057,1,7
M. Antonio de la Riva,La Riva Fino Balbaina Alta,2015,4.3,Jerez-Xeres-Sherry,47.45,Generoso,Blend/Other,0,12-14°C,0.091,0,4
Espelt,Coma Bruna,2017,4.3,Emporda,22.8,Tinto,Blend/Other,0,16-18°C,0.189,0,2
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1981,4.3,Rioja,199.0,Tinto,Tempranillo,1,16-18°C,0.022,1,6
Bodegas Arfe,Palo Cortado de la Cruz de 1767,2015,4.3,Jerez-Xeres-Sherry,59.9,Generoso,Blend/Other,0,12-14°C,0.072,1,4
Abel Mendoza Monge,Grano a Grano Tempranillo,2016,4.3,Rioja,120.13,Tinto,Tempranillo,0,16-18°C,0.036,1,7
Conreria d'Scala Dei,Voltons,2015,4.3,Priorato,47.0,Tinto,Grenache / Carinena,0,16-18°C,0.091,0,7
Scala Dei,Masdeu,2014,4.3,Priorato,84.9,Tinto,Grenache / Carinena,0,16-18°C,0.051,1,7
Real de Asua,Tinto,2016,4.3,Rioja,78.95,Tinto,Tempranillo,0,16-18°C,0.054,1,7
Bodegas Vilano,Crianza,2019,4.3,Ribera del Duero,9.99,Tinto,Tempranillo,1,16-18°C,0.43,0,6
Vinyes dels Aspres,S'Alou,2018,4.3,Emporda,31.5,Tinto,Blend/Other,0,16-18°C,0.137,0,2
Altos de Rioja,Altos R Pigeage,2016,4.3,Rioja,29.95,Tinto,Tempranillo,0,16-18°C,0.144,0,7
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2019,4.3,Priorato,36.95,Tinto,Grenache / Carinena,0,16-18°C,0.116,0,7
Valserrano,Finca Monteviejo,2017,4.3,Rioja,32.0,Tinto,Tempranillo,0,16-18°C,0.134,0,7
Marques de Tomares,Rioja Gran Reserva,2014,4.3,Rioja,25.95,Tinto,Tempranillo,1,16-18°C,0.166,0,6
Shaya,Habis,2018,4.3,Rueda,21.5,Blanco,Verdejo,0,8-10°C,0.2,0,1
Finca Rio Negro,5o Ano,2014,4.3,La Mancha,23.3863295,Tinto,Blend/Other,0,16-18°C,0.184,0,2
Allende,Gaminde,2016,4.3,Rioja,43.8,Tinto,Tempranillo,0,16-18°C,0.098,0,7
Enric Soler,Nun Vinya dels Taus,2017,4.3,Penedes,123.75,Desconocido,Blend/Other,0,10-14°C,0.035,1,3
Martinet,Els Escurcons,2018,4.3,Priorato,75.5,Tinto,Grenache / Carinena,0,16-18°C,0.057,1,7
Bodegas Ximenez-Spinola,Varietal Fermentacion Lenta,2019,4.3,Jerez-Xeres-Sherry,29.9,Generoso,Pedro Ximenez,0,12-14°C,0.144,0,4
Loxera,El Cordero y las Virgenes,2016,4.3,Valencia,24.0,Tinto,Blend/Other,0,16-18°C,0.179,0,2
Mas d'en Gil,Clos Fonta Priorat,2001,4.3,Priorato,150.0,Tinto,Grenache / Carinena,0,16-18°C,0.029,1,7
Jose Pariente,Finca Las Comas Verdejo,2016,4.3,Rueda,29.4,Blanco,Verdejo,0,8-10°C,0.146,0,1
Alvaro Palacios,Finca Dofi,1997,4.3,Priorato,170.0,Tinto,Grenache / Carinena,0,16-18°C,0.025,1,7
Artadi,La Poza de Ballesteros,2016,4.3,Vino de Espana,93.26,Tinto,Tempranillo,0,16-18°C,0.046,1,7
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2019,4.3,Ribera del Duero,75.95,Tinto,Tempranillo,0,16-18°C,0.057,1,7
Dominio Fournier,Reserva,2014,4.3,Ribera del Duero,23.77,Tinto,Tempranillo,1,16-18°C,0.181,0,6
Bodegas Yzaguirre,Selection 1884 Vermouth Gran Reserva,2015,4.3,Cataluna,27.11,Desconocido,Blend/Other,1,10-14°C,0.159,0,3
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018,4.3,Rioja,42.5,Tinto,Tempranillo,0,16-18°C,0.101,0,7
Marques de Murrieta,Dalmau Rioja,2002,4.3,Rioja,75.0,Tinto,Tempranillo,0,16-18°C,0.057,1,7
Valderiz,Tomas Esteban,2010,4.3,Ribera del Duero,68.99,Tinto,Tempranillo,0,16-18°C,0.062,1,7
Tridente,Prieto Picudo,2018,4.3,Castilla y Leon,21.95,Tinto,Blend/Other,0,16-18°C,0.196,0,2
Neton,Garnacha Tintorera,2017,4.3,Castilla y Leon,13.237545,Tinto,Blend/Other,0,16-18°C,0.325,0,2
Finca Torremilanos,Penalba Lopez Blanco,2019,4.3,Castilla y Leon,13.65,Blanco,Blend/Other,0,8-10°C,0.315,0,1
Enate,Cabernet,2012,4.3,Somontano,23.5,Tinto,Blend/Other,0,16-18°C,0.183,0,2
Pradorey,El Cuentista,2018,4.3,Ribera del Duero,17.9,Tinto,Tempranillo,0,16-18°C,0.24,0,7
Vall Llach,Porrera Vi de Vila,2018,4.3,Priorato,49.95,Tinto,Grenache / Carinena,0,16-18°C,0.086,0,7
Terroir Al Limit Soc. Lda,Les Manyes,2011,4.3,Priorato,348.85,Tinto,Grenache / Carinena,0,16-18°C,0.012,1,7
Bodega Aida i Luis,Tahulla Moscatel Blanco Seco,2018,4.3,Alicante,11.95,Blanco,Blend/Other,0,8-10°C,0.36,0,1
Valderiz,Juegabolos,2017,4.3,Ribera del Duero,28.6,Tinto,Tempranillo,0,16-18°C,0.15,0,7
Abadal,3.9,2018,4.3,Pla de Bages,21.3,Tinto,Blend/Other,0,16-18°C,0.202,0,2
Raul Perez,Sketch,2019,4.3,Rias Baixas,44.95,Blanco,Albarino,0,8-10°C,0.096,0,1
Portal del Priorat,Clos del Portal Somni,2008,4.3,Priorato,36.3,Tinto,Grenache / Carinena,0,16-18°C,0.118,0,7
Baigorri,De Garage Rioja,2017,4.3,Rioja,32.0,Tinto,Tempranillo,0,16-18°C,0.134,0,7
Cartoixa de Montsalvat,Montsalvat,2007,4.3,Priorato,39.712635,Tinto,Grenache / Carinena,0,16-18°C,0.108,0,7
Clos Galena,Galena,2018,4.3,Priorato,17.9,Tinto,Grenache / Carinena,0,16-18°C,0.24,0,7
Bodega Ribas,Sio Negre,2019,4.3,Mallorca,39.9,Tinto,Blend/Other,0,16-18°C,0.108,0,2
Allende,Aurus,2001,4.3,Rioja,140.0,Tinto,Tempranillo,0,16-18°C,0.031,1,7
Enate,Chardonnay Uno,2012,4.3,Somontano,249.95,Blanco,Chardonnay,0,8-10°C,0.017,1,1
El Lagar de Isilla,Vendimia Seleccionada,2015,4.3,Ribera del Duero,28.83,Tinto,Tempranillo,0,16-18°C,0.149,0,7
Finca Villacreces,Nebro Ribera del Duero,2013,4.3,Ribera del Duero,196.29,Tinto,Tempranillo,0,16-18°C,0.022,1,7
Bodega Otazu,Pago de Otazu Chardonnay Con Crianza,2018,4.3,Otazu,28.4,Blanco,Chardonnay,1,8-10°C,0.151,0,1
Jose Pariente,Verdejo Fermentado en Barrica,2020,4.3,Rueda,14.5,Blanco,Verdejo,1,8-10°C,0.297,0,1
La Rioja Alta,Rioja Gran Reserva 904,1970,4.3,Rioja,260.0,Tinto,Tempranillo,1,16-18°C,0.017,1,6
Toro Albala,Don PX Pedro Ximenez,1999,4.3,Montilla-Moriles,36.9,Generoso,Pedro Ximenez,0,12-14°C,0.117,0,4
Cervoles,Vinyes Altes de Les Garrigues Vi Blanc,2019,4.3,Costers del Segre,25.8,Desconocido,Blend/Other,0,10-14°C,0.167,0,3
Anibal de Otero,Vina Centenaria Mencia,2014,4.3,Bierzo,38.0,Tinto,Mencia,0,16-18°C,0.113,0,7
Familia Torres,Grans Muralles,2017,4.3,Conca de Barbera,137.75,Tinto,Blend/Other,0,16-18°C,0.031,1,7
Costers del Siurana,Clos de L'Obac,2009,4.3,Priorato,79.9,Tinto,Grenache / Carinena,0,16-18°C,0.054,1,7
Bodegas San Roman,Malvasia,2017,4.3,Castilla,41.5,Desconocido,Blend/Other,0,10-14°C,0.104,0,3
Finca Rio Negro,Cerro del Lobo Syrah,2018,4.3,Castilla,24.5,Tinto,Syrah,0,16-18°C,0.176,0,2
Cervoles,Estrats,2012,4.3,Costers del Segre,68.55,Tinto,Blend/Other,0,16-18°C,0.063,1,2
Scala Dei,Masdeu,2016,4.3,Priorato,81.35,Tinto,Grenache / Carinena,0,16-18°C,0.053,1,7
Vina Sastre,Regina Vides Ribera del Duero,2001,4.3,Ribera del Duero,121.5,Tinto,Tempranillo,0,16-18°C,0.035,1,7
Vizcarra,Celia,2014,4.3,Ribera del Duero,79.98,Tinto,Tempranillo,0,16-18°C,0.054,1,7
Marques de Caceres,Gaudium,1998,4.3,Rioja,60.0,Tinto,Tempranillo,0,16-18°C,0.072,1,7
Barahonda,Summum Monastrell,2019,4.3,Yecla,13.99,Tinto,Monastrell,0,16-18°C,0.307,0,2
Mas Doix,Doix,2002,4.3,Priorato,195.52,Tinto,Grenache / Carinena,0,16-18°C,0.022,1,7
Altos del Enebro,Finca La Herradura,2014,4.3,Ribera del Duero,68.0,Tinto,Tempranillo,0,16-18°C,0.063,1,7
Pago de Larrainzar,Reserva Especial,2014,4.3,Navarra,16.9,Tinto,Blend/Other,1,16-18°C,0.254,0,6
Albamar,Alma de Mar Albarino,2019,4.3,Rias Baixas,27.5,Blanco,Albarino,0,8-10°C,0.156,0,1
Williams & Humbert,Canasta 20 Anos Cream,2015,4.3,Jerez-Xeres-Sherry,29.25,Generoso,Pedro Ximenez,0,12-14°C,0.147,0,4
Pujanza,Rioja Anadas Frias,2016,4.3,Rioja,75.0,Blanco,Viura,0,8-10°C,0.057,1,1
Finca Rio Negro,5o Ano,2016,4.3,La Mancha,23.9,Tinto,Blend/Other,0,16-18°C,0.18,0,2
Oxer Wines,Suzzane Rioja,2019,4.3,Rioja,34.9,Tinto,Tempranillo,0,16-18°C,0.123,0,7
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1925,4.3,Rioja,532.0,Tinto,Tempranillo,1,16-18°C,0.008,1,0
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010,4.3,Ribera del Duero,95.0,Tinto,Tempranillo,0,16-18°C,0.045,1,7
Can Bas,Monreal,2015,4.3,Penedes,44.1,Tinto,Blend/Other,0,16-18°C,0.098,0,2
Atlantida,Blanco,2019,4.3,Cadiz,17.7,Blanco,Blend/Other,0,8-10°C,0.243,0,1
Atlan & Artisan,8 Vents Mallorca,2019,4.3,Mallorca,18.9,Tinto,Blend/Other,0,16-18°C,0.228,0,2
Venus la Universal,Venus,2017,4.3,Montsant,35.35,Tinto,Blend/Other,0,16-18°C,0.122,0,2
La Rioja Alta,Gran Reserva 890,1981,4.3,Rioja,270.0,Tinto,Tempranillo,1,16-18°C,0.016,1,6
Olivardots,Vd'O 1 Samso - Pissarra,2012,4.3,Emporda,34.95,Tinto,Blend/Other,0,16-18°C,0.123,0,2
Terroir Al Limit Soc. Lda,Les Manyes,2012,4.3,Priorato,348.85,Tinto,Grenache / Carinena,0,16-18°C,0.012,1,7
Lar de Paula,Tempranillo Reserva,2012,4.3,Rioja,14.9,Tinto,Tempranillo,1,16-18°C,0.289,0,6
Venta Las Vacas,La Cuartilleja Reserva,2015,4.3,Ribera del Duero,39.7,Tinto,Tempranillo,1,16-18°C,0.108,0,6
Juve & Camps,Cava Gran Reserva La Capella Brut,2010,4.3,Cava,75.5,Espumoso,Blend/Other,1,6-8°C,0.057,1,5
Bodega Contador (Benjamin Romeo),Coleccion No. 3 Cosecha,2014,4.3,Rioja,189.9,Tinto,Tempranillo,0,16-18°C,0.023,1,7
Luis Canas,Rioja Gran Reserva,2016,4.3,Rioja,21.01,Tinto,Tempranillo,1,16-18°C,0.205,0,6
La Val,Albarino Sobre Lias,2015,4.3,Rias Baixas,23.9,Blanco,Albarino,0,8-10°C,0.18,0,1
Tres Piedras,Nobbis,2019,4.3,Ribera del Duero,12.8,Tinto,Tempranillo,0,16-18°C,0.336,0,7
Raul Perez,Rara Avis Prieto Picudo,2013,4.3,Castilla y Leon,39.95,Tinto,Blend/Other,0,16-18°C,0.108,0,2
Javi Revert,Sensal,2020,4.3,Valencia,22.35,Tinto,Blend/Other,0,16-18°C,0.192,0,2
Bodega Campo Eliseo,Campo Eliseo Blanco,2018,4.3,Rueda,27.25,Blanco,Verdejo,0,8-10°C,0.158,0,1
Alta Alella,Blanc de Neu,2016,4.3,Alella,16.99,Espumoso,Blend/Other,0,6-8°C,0.253,0,5
Contino,Reserva,1995,4.3,Rioja,55.0,Tinto,Tempranillo,1,16-18°C,0.078,1,6
Terras Gauda,La Mar,2019,4.3,Rias Baixas,21.5,Blanco,Albarino,0,8-10°C,0.2,0,1
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2017,4.3,Bierzo,106.92,Tinto,Mencia,0,16-18°C,0.04,1,7
Lambuena,Vinas Viejas,2014,4.3,Ribera del Duero,37.065126,Tinto,Tempranillo,0,16-18°C,0.116,0,7
Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero,2017,4.3,Ribera del Duero,38.5,Tinto,Tempranillo,0,16-18°C,0.112,0,7
Bodegas Luis Perez,Fino La Barajuela,2016,4.3,Andalucia,69.95,Desconocido,Blend/Other,0,10-14°C,0.061,1,3
Marco Abella,Clos Abella Seleccion Especial,2016,4.3,Priorato,43.5,Tinto,Grenache / Carinena,0,16-18°C,0.099,0,7
Vivanco,Parcelas de Maturana Tinta Coleccion Rioja,2017,4.3,Rioja,36.5,Tinto,Tempranillo,0,16-18°C,0.118,0,7
Familia Torres,Reserva Real,1998,4.3,Penedes,213.5,Tinto,Blend/Other,1,16-18°C,0.02,1,6
Attis,Attis Embaixador Albarino,2018,4.3,Rias Baixas,21.89,Blanco,Albarino,0,8-10°C,0.196,0,1
Miguel Merino,Vitola Reserva,2016,4.3,Rioja,21.9,Tinto,Tempranillo,1,16-18°C,0.196,0,6
San Cobate,San Cucufate Monasterio,2017,4.3,Ribera del Duero,33.0,Tinto,Tempranillo,0,16-18°C,0.13,0,7
Pazo Senorans,Tras Los Muros Albarino,2017,4.3,Rias Baixas,38.0,Blanco,Albarino,0,8-10°C,0.113,0,1
Avancia,Godello,2020,4.3,Valdeorras,24.77,Desconocido,Blend/Other,0,10-14°C,0.174,0,3
Carlos Moro,CM Tinto,2017,4.3,Rioja,17.75,Tinto,Tempranillo,0,16-18°C,0.242,0,2
Bodegas Frontonio,La Loma & Los Santos Garnacha Blanca - Macabeo,2018,4.3,Valdejalon,40.9,Desconocido,Blend/Other,0,10-14°C,0.105,0,3
Vinicola Real,200 Monges Rioja Gran Reserva,2005,4.3,Rioja,52.5,Tinto,Tempranillo,1,16-18°C,0.082,1,6
Terra Remota,Clos Adrien,2016,4.3,Emporda,48.91,Tinto,Blend/Other,0,16-18°C,0.088,0,2
Cal Batllet - Celler Ripoll Sans,Gratallops Escanya-Vella,2018,4.3,Priorato,27.1,Tinto,Grenache / Carinena,0,16-18°C,0.159,0,7
Ramon Bilbao,Lalomba Finca Ladero,2016,4.3,Rioja,58.25,Tinto,Tempranillo,0,16-18°C,0.074,1,7
Santa Petronila,Oloroso En Rama,2015,4.3,Jerez-Xeres-Sherry,24.9,Generoso,Blend/Other,0,12-14°C,0.173,0,4
Jimenez-Landi,El Reventon Cebreros,2016,4.3,Castilla y Leon,67.95,Tinto,Grenache,0,16-18°C,0.063,1,2
Hidalgo (La Gitana),Amontillado Napoleon Vinos Viejos 30 Year Old Sherry,2015,4.3,Jerez-Xeres-Sherry,74.9,Generoso,Blend/Other,0,12-14°C,0.057,1,4
Chivite,Navarra Vendimia Tardia Coleccion 125,2018,4.3,Navarra,25.95,Desconocido,Blend/Other,0,10-14°C,0.166,0,3
Espectacle del Montsant,Tinto,2018,4.3,Montsant,119.0,Tinto,Blend/Other,0,16-18°C,0.036,1,2
Gallina de Piel,Manar dos Seixas,2019,4.3,Ribeiro,13.5,Blanco,Treixadura,0,8-10°C,0.319,0,1
Vinicola Real,200 Monges Edicion Exclusiva Blanco Reserva,2010,4.3,Rioja,51.45,Blanco,Viura,1,8-10°C,0.084,1,1
Cartoixa de Montsalvat,Montsalvat,2005,4.3,Priorato,56.27,Tinto,Grenache / Carinena,0,16-18°C,0.076,1,7
Arid,Eolic Sauvignon Blanc,2016,4.3,Penedes,11.65,Blanco,Sauvignon Blanc,0,8-10°C,0.369,0,1
Carlos Moro,Finca Valmediano Tinta de Toro 16 Meses Barrica,2012,4.3,Toro,32.9,Tinto,Tempranillo,1,16-18°C,0.131,0,6
Jimenez-Landi,Cantos del Diablo,2018,4.3,Mentrida,197.0,Tinto,Grenache,0,16-18°C,0.022,1,2
Bodegas Reyes,Teofilo Reyes Crianza,2019,4.3,Ribera del Duero,14.71,Tinto,Tempranillo,1,16-18°C,0.292,0,6
Gutierrez de la Vega,Recondita Armonia Monastrell Dulce,2018,4.3,Alicante,16.45,Tinto,Monastrell,0,16-18°C,0.261,0,2
Hugas de Batlle,Falguera,2009,4.3,Emporda,53.55,Tinto,Blend/Other,0,16-18°C,0.08,1,2
Atlan & Artisan,Epistem No. 3,2016,4.3,Yecla,18.9,Tinto,Blend/Other,0,16-18°C,0.228,0,2
Telmo Rodriguez,Molino Real,2015,4.3,Malaga,53.3,Desconocido,Blend/Other,0,10-14°C,0.081,1,3
Bodegas Arrocal,Angel Ribera del Duero,2015,4.3,Ribera del Duero,31.9,Tinto,Tempranillo,0,16-18°C,0.135,0,7
Buil & Gine,Pleret,2012,4.3,Priorato,55.5,Tinto,Grenache / Carinena,0,16-18°C,0.077,1,7
Luis A. Rodriguez Vazquez,A Torna dos Pasas Escolma Ribeiro,2016,4.3,Ribeiro,40.75,Tinto,Blend/Other,0,16-18°C,0.106,0,2
Castell del Remei,Costers Del Segre 1780,2017,4.3,Costers del Segre,22.9,Tinto,Blend/Other,0,16-18°C,0.188,0,2
Vizcarra,Ines,2010,4.3,Ribera del Duero,76.87,Tinto,Tempranillo,0,16-18°C,0.056,1,7
Vizcarra,Ines,2014,4.3,Ribera del Duero,79.98,Tinto,Tempranillo,0,16-18°C,0.054,1,7
Valdubon,Honoris,2005,4.3,Ribera del Duero,35.0,Tinto,Tempranillo,0,16-18°C,0.123,0,7
Emilio Moro,La Revelia Godello,2019,4.3,Bierzo,21.65,Desconocido,Blend/Other,0,10-14°C,0.199,0,3
Altanza,Club Rioja Reserva,2012,4.3,Rioja,20.95,Tinto,Tempranillo,1,16-18°C,0.205,0,6
Bodegas Y Vinedos Alilian,Camino del Abuelo Vinas Viejas,2013,4.3,Ribera del Duero,243.8,Tinto,Tempranillo,0,16-18°C,0.018,1,7
Artadi,La Morera de San Lazaro,2016,4.3,Vino de Espana,80.0,Tinto,Tempranillo,0,16-18°C,0.054,1,7
Real de Asua,Tinto,2000,4.3,Rioja,60.4,Tinto,Tempranillo,0,16-18°C,0.071,1,7
Artadi,Quintanilla,2016,4.3,Vino de Espana,65.9,Tinto,Tempranillo,0,16-18°C,0.065,1,7
Taron,Reserva,2014,4.3,Rioja Alta,10.2,Tinto,Blend/Other,1,16-18°C,0.422,0,6
Sebio,Salvaxe,2018,4.3,Ribeiro,26.75,Blanco,Treixadura,0,8-10°C,0.161,0,1
R. Lopez de Heredia,Vina Tondonia Reserva,2014,4.3,Rioja,47.95,Tinto,Tempranillo,1,16-18°C,0.09,0,6
Gramona,Vi De Glass Gewurztraminer,2017,4.3,Cataluna,18.58,Desconocido,Blend/Other,0,10-14°C,0.231,0,3
Goyo Garcia Viadero,Finca Los Quemados,2016,4.3,Ribera del Duero,27.7,Tinto,Tempranillo,0,16-18°C,0.155,0,7
Bodegas Reyes,Teofilo Reyes Crianza,2018,4.3,Ribera del Duero,11.94,Tinto,Tempranillo,1,16-18°C,0.36,0,6
Marques de Caceres,Rioja Reserva,1985,4.3,Rioja,45.0,Tinto,Tempranillo,1,16-18°C,0.096,0,6
Santiago Ruiz,Albarino (O Rosal),2021,4.3,Rias Baixas,13.45,Blanco,Albarino,0,8-10°C,0.32,0,1
Terroir Al Limit Soc. Lda,Les Manyes,2017,4.3,Priorato,180.0,Tinto,Grenache / Carinena,0,16-18°C,0.024,1,7
Pujanza,Rioja,2005,4.3,Rioja,29.0,Tinto,Tempranillo,0,16-18°C,0.148,0,7
Mauro Estevez,Vino de Autor Ribeiro Blanco,2020,4.3,Ribeiro,15.9,Blanco,Treixadura,0,8-10°C,0.27,0,1
Finca Valpiedra,Rioja Reserva,1994,4.3,Rioja,65.0,Tinto,Tempranillo,1,16-18°C,0.066,1,6
